측정일시,권역코드,권역명,측정소코드,측정소명,미세먼지 1시간(㎍/㎥),미세먼지 24시간(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
202004241100,100,도심권,111123,종로구,35,32,10,0.036,0.015,0.4,0.004
202004241100,100,도심권,111131,용산구,43,38,15,0.035,0.013,0.4,0.003
202004241100,100,도심권,111121,중구,33,31,13,0.033,0.017,0.3,0.004
202004241100,101,서북권,111181,은평구,44,38,11,0.046,0.012,0.2,0.004
202004241100,101,서북권,111191,서대문구,43,39,9,0.04,0.012,0.4,0.004
202004241200,100,도심권,111123,종로구,37,33,11,0.038,0.013,0.4,0.003
202004241200,100,도심권,111131,용산구,53,41,12,0.039,0.01,0.3,0.003
202004241200,100,도심권,111121,중구,35,31,13,0.037,0.012,0.3,0.003
202004241200,101,서북권,111181,은평구,48,40,11,0.049,0.009,0.2,0.003
202004241200,101,서북권,111191,서대문구,60,43,9,0.047,0.007,0.4,0.003
202004241300,100,도심권,111123,종로구,39,35,12,0.039,0.012,0.4,0.004
202004241300,100,도심권,111131,용산구,48,42,13,0.04,0.009,0.3,0.003
202004241300,100,도심권,111121,중구,41,33,16,0.039,0.01,0.4,0.003
202004241300,101,서북권,111181,은평구,55,42,9,0.052,0.009,0.2,0.003
202004241300,101,서북권,111191,서대문구,54,45,11,0.048,0.007,0.4,0.003
202004241400,100,도심권,111123,종로구,42,36,14,0.041,0.012,0.4,0.004
202004241400,100,도심권,111131,용산구,48,44,13,0.041,0.01,0.4,0.003
202004241400,100,도심권,111121,중구,38,34,14,0.041,0.01,0.3,0.003
202004241400,101,서북권,111181,은평구,66,46,16,0.056,0.008,0.2,0.003
202004241400,101,서북권,111191,서대문구,58,48,15,0.052,0.007,0.4,0.003
202004241500,100,도심권,111123,종로구,44,38,16,0.041,0.014,0.4,0.003
202004241500,100,도심권,111131,용산구,49,45,16,0.043,0.01,0.4,0.003
202004241500,100,도심권,111121,중구,34,34,16,0.042,0.012,0.4,0.004
202004241500,101,서북권,111181,은평구,59,49,12,0.059,0.009,0.2,0.003
202004241500,101,서북권,111191,서대문구,62,51,18,0.056,0.006,0.4,0.003
202004241600,100,도심권,111123,종로구,43,39,15,0.045,0.014,0.4,0.004
202004241600,100,도심권,111131,용산구,51,45,16,0.044,0.012,0.4,0.003
202004241600,100,도심권,111121,중구,38,35,14,0.044,0.012,0.4,0.003
202004241600,101,서북권,111181,은평구,59,52,15,0.062,0.01,0.3,0.004
202004241600,101,서북권,111191,서대문구,61,53,17,0.059,0.007,0.4,0.003
202004241700,100,도심권,111123,종로구,45,40,18,0.044,0.016,0.5,0.004
202004241700,100,도심권,111131,용산구,54,47,16,0.045,0.013,0.4,0.004
202004241700,100,도심권,111121,중구,39,36,19,0.044,0.014,0.4,0.003
202004241700,101,서북권,111181,은평구,59,54,19,0.065,0.011,0.3,0.004
202004241700,101,서북권,111191,서대문구,58,54,17,0.058,0.009,0.5,0.003
202004241800,100,도심권,111123,종로구,47,41,16,0.041,0.019,0.5,0.004
202004241800,100,도심권,111131,용산구,50,48,14,0.047,0.013,0.4,0.003
202004241800,100,도심권,111121,중구,42,37,18,0.033,0.028,0.5,0.003
202004241800,101,서북권,111181,은평구,54,54,18,0.064,0.013,0.3,0.004
202004241800,101,서북권,111191,서대문구,55,55,18,0.057,0.011,0.5,0.003
202004241900,100,도심권,111123,종로구,46,42,19,0.043,0.019,0.4,0.003
202004241900,100,도심권,111131,용산구,48,49,14,0.045,0.016,0.4,0.003
202004241900,100,도심권,111121,중구,44,39,20,0.039,0.02,0.4,0.003
202004241900,101,서북권,111181,은평구,53,54,15,0.059,0.017,0.3,0.004
202004241900,101,서북권,111191,서대문구,55,55,18,0.054,0.013,0.5,0.003
202004242000,100,도심권,111123,종로구,45,43,18,0.042,0.021,0.5,0.004
202004242000,100,도심권,111131,용산구,46,48,15,0.046,0.017,0.4,0.003
202004242000,100,도심권,111121,중구,39,39,18,0.042,0.018,0.4,0.003
202004242000,101,서북권,111181,은평구,46,53,16,0.064,0.013,0.3,0.003
202004242000,101,서북권,111191,서대문구,50,54,18,0.056,0.013,0.5,0.003
202004242100,100,도심권,111123,종로구,44,44,18,0.04,0.022,0.4,0.004
202004242100,100,도심권,111131,용산구,44,47,16,0.042,0.019,0.4,0.003
202004242100,100,도심권,111121,중구,34,39,19,0.038,0.022,0.4,0.003
202004242100,101,서북권,111181,은평구,44,51,15,0.062,0.015,0.3,0.003
202004242100,101,서북권,111191,서대문구,49,53,17,0.052,0.015,0.5,0.003
202004242200,100,도심권,111123,종로구,38,43,16,0.043,0.016,0.4,0.003
202004242200,100,도심권,111131,용산구,42,47,16,0.042,0.016,0.4,0.003
202004242200,100,도심권,111121,중구,34,38,16,0.035,0.024,0.4,0.003
202004242200,101,서북권,111181,은평구,44,50,15,0.055,0.016,0.3,0.004
202004242200,101,서북권,111191,서대문구,41,51,16,0.051,0.014,0.5,0.003
202004242300,100,도심권,111123,종로구,37,42,15,0.042,0.017,0.4,0.004
202004242300,100,도심권,111131,용산구,42,46,19,0.04,0.017,0.5,0.003
202004242300,100,도심권,111121,중구,33,36,15,0.033,0.026,0.4,0.003
202004242300,101,서북권,111181,은평구,41,48,19,0.053,0.016,0.3,0.003
202004242300,101,서북권,111191,서대문구,41,49,16,0.053,0.012,0.5,0.003
202004250000,100,도심권,111123,종로구,37,41,16,0.034,0.026,0.5,0.004
202004250000,100,도심권,111131,용산구,43,45,17,0.036,0.018,0.5,0.003
202004250000,100,도심권,111121,중구,34,36,17,0.033,0.025,0.5,0.004
202004250000,101,서북권,111181,은평구,39,47,15,0.055,0.014,0.3,0.004
202004250000,101,서북권,111191,서대문구,44,48,16,0.051,0.013,0.5,0.003
202004250100,100,도심권,111123,종로구,41,40,18,0.036,0.022,0.5,0.004
202004250100,100,도심권,111131,용산구,41,44,20,0.039,0.013,0.4,0.003
202004250100,100,도심권,111121,중구,35,36,15,0.035,0.021,0.4,0.003
202004250100,101,서북권,111181,은평구,41,46,18,0.058,0.01,0.3,0.004
202004250100,101,서북권,111191,서대문구,46,47,16,0.053,0.01,0.5,0.003
202004250200,100,도심권,111123,종로구,36,40,15,0.044,0.012,0.4,0.004
202004250200,100,도심권,111131,용산구,39,44,16,0.041,0.012,0.4,0.003
202004250200,100,도심권,111121,중구,33,35,16,0.042,0.013,0.4,0.003
202004250200,101,서북권,111181,은평구,41,44,15,0.062,0.008,0.3,0.004
202004250200,101,서북권,111191,서대문구,40,46,17,0.052,0.01,0.5,0.003
202004250300,100,도심권,111123,종로구,32,39,14,0.045,0.009,0.4,0.004
202004250300,100,도심권,111131,용산구,38,43,15,0.044,0.01,0.4,0.003
202004250300,100,도심권,111121,중구,30,35,14,0.042,0.01,0.4,0.003
202004250300,101,서북권,111181,은평구,36,43,10,0.063,0.006,0.3,0.003
202004250300,101,서북권,111191,서대문구,42,46,17,0.055,0.007,0.5,0.003
202004250400,100,도심권,111123,종로구,33,38,14,0.045,0.01,0.4,0.004
202004250400,100,도심권,111131,용산구,38,41,14,0.044,0.009,0.4,0.003
202004250400,100,도심권,111121,중구,30,34,14,0.042,0.011,0.4,0.003
202004250400,101,서북권,111181,은평구,34,41,8,0.064,0.005,0.3,0.004
202004250400,101,서북권,111191,서대문구,43,45,14,0.056,0.007,0.5,0.003
202004250500,100,도심권,111123,종로구,36,37,13,0.045,0.01,0.4,0.004
202004250500,100,도심권,111131,용산구,40,41,16,0.046,0.009,0.4,0.003
202004250500,100,도심권,111121,중구,32,33,16,0.042,0.011,0.4,0.004
202004250500,101,서북권,111181,은평구,41,40,13,0.064,0.006,0.3,0.003
202004250500,101,서북권,111191,서대문구,46,44,17,0.056,0.007,0.5,0.003
202004250600,100,도심권,111123,종로구,36,36,14,0.043,0.013,0.4,0.004
202004250600,100,도심권,111131,용산구,45,41,15,0.047,0.01,0.4,0.003
202004250600,100,도심권,111121,중구,34,33,15,0.039,0.015,0.4,0.003
202004250600,101,서북권,111181,은평구,38,39,14,0.058,0.01,0.2,0.003
202004250600,101,서북권,111191,서대문구,42,44,14,0.049,0.012,0.5,0.003
202004250700,100,도심권,111123,종로구,38,37,13,0.042,0.015,0.3,0.004
202004250700,100,도심권,111131,용산구,48,42,16,0.041,0.016,0.3,0.003
202004250700,100,도심권,111121,중구,34,33,17,0.033,0.024,0.3,0.003
202004250700,101,서북권,111181,은평구,45,40,13,0.053,0.016,0.2,0.003
202004250700,101,서북권,111191,서대문구,49,45,14,0.048,0.015,0.4,0.002
202004250800,100,도심권,111123,종로구,37,37,13,0.04,0.017,0.3,0.003
202004250800,100,도심권,111131,용산구,49,44,15,0.041,0.015,0.3,0.003
202004250800,100,도심권,111121,중구,37,34,14,0.034,0.022,0.3,0.003
202004250800,101,서북권,111181,은평구,50,42,13,0.053,0.017,0.2,0.003
202004250800,101,서북권,111191,서대문구,54,46,17,0.046,0.016,0.4,0.003
202004250900,100,도심권,111123,종로구,42,38,15,0.042,0.018,0.4,0.003
202004250900,100,도심권,111131,용산구,55,46,18,0.045,0.013,0.4,0.003
202004250900,100,도심권,111121,중구,44,36,15,0.038,0.019,0.4,0.003
202004250900,101,서북권,111181,은평구,60,45,17,0.06,0.014,0.2,0.003
202004250900,101,서북권,111191,서대문구,67,50,19,0.054,0.012,0.5,0.003
202004251000,100,도심권,111123,종로구,50,40,18,0.046,0.016,0.4,0.004
202004251000,100,도심권,111131,용산구,60,49,21,0.052,0.012,0.4,0.003
202004251000,100,도심권,111121,중구,46,38,20,0.042,0.019,0.4,0.003
202004251000,101,서북권,111181,은평구,72,49,17,0.07,0.011,0.3,0.004
202004251000,101,서북권,111191,서대문구,73,53,23,0.058,0.013,0.5,0.003
202004251100,100,도심권,111123,종로구,60,44,25,0.05,0.015,0.4,0.004
202004251100,100,도심권,111131,용산구,76,51,27,0.057,0.01,0.4,0.003
202004251100,100,도심권,111121,중구,56,41,23,0.049,0.013,0.4,0.004
202004251100,101,서북권,111181,은평구,84,55,24,0.075,0.011,0.3,0.004
202004251100,101,서북권,111191,서대문구,95,61,26,0.066,0.01,0.5,0.003
202004251200,100,도심권,111123,종로구,67,49,27,0.053,0.014,0.5,0.004
202004251200,100,도심권,111131,용산구,90,59,28,0.061,0.01,0.5,0.003
202004251200,100,도심권,111121,중구,61,46,30,0.052,0.013,0.4,0.004
202004251200,101,서북권,111181,은평구,86,56,29,0.081,0.01,0.4,0.004
202004251200,101,서북권,111191,서대문구,94,62,32,0.072,0.009,0.6,0.003
202004251300,100,도심권,111123,종로구,72,51,28,0.054,0.014,0.5,0.003
202004251300,100,도심권,111131,용산구,89,59,35,0.063,0.01,0.5,0.003
202004251300,100,도심권,111121,중구,63,49,32,0.054,0.011,0.4,0.004
202004251300,101,서북권,111181,은평구,89,59,32,0.083,0.009,0.3,0.004
202004251300,101,서북권,111191,서대문구,94,64,38,0.073,0.008,0.6,0.003
202004251400,100,도심권,111123,종로구,70,53,30,0.054,0.015,0.5,0.005
202004251400,100,도심권,111131,용산구,84,61,33,0.063,0.011,0.5,0.003
202004251400,100,도심권,111121,중구,65,53,32,0.055,0.012,0.5,0.003
202004251400,101,서북권,111181,은평구,90,63,35,0.083,0.011,0.4,0.004
202004251400,101,서북권,111191,서대문구,101,69,35,0.074,0.009,0.6,0.003
202004251500,100,도심권,111123,종로구,73,54,31,0.054,0.016,0.5,0.005
202004251500,100,도심권,111131,용산구,88,65,35,0.065,0.011,0.5,0.003
202004251500,100,도심권,111121,중구,66,56,35,0.054,0.014,0.5,0.004
202004251500,101,서북권,111181,은평구,101,67,36,0.083,0.012,0.4,0.004
202004251500,101,서북권,111191,서대문구,99,72,41,0.072,0.012,0.6,0.003
202004251600,100,도심권,111123,종로구,76,55,33,0.055,0.02,0.5,0.004
202004251600,100,도심권,111131,용산구,87,66,34,0.064,0.011,0.5,0.004
202004251600,100,도심권,111121,중구,67,58,33,0.053,0.015,0.5,0.003
202004251600,101,서북권,111181,은평구,97,71,39,0.079,0.015,0.4,0.004
202004251600,101,서북권,111191,서대문구,110,76,35,0.072,0.011,0.6,0.003
202004251700,100,도심권,111123,종로구,77,57,29,0.052,0.019,0.5,0.004
202004251700,100,도심권,111131,용산구,93,69,35,0.06,0.013,0.5,0.003
202004251700,100,도심권,111121,중구,71,58,34,0.05,0.018,0.5,0.004
202004251700,101,서북권,111181,은평구,97,74,39,0.074,0.016,0.4,0.004
202004251700,101,서북권,111191,서대문구,110,81,33,0.067,0.013,0.6,0.003
202004251800,100,도심권,111123,종로구,80,60,29,0.044,0.02,0.5,0.004
202004251800,100,도심권,111131,용산구,91,72,29,0.052,0.016,0.5,0.003
202004251800,100,도심권,111121,중구,74,59,31,0.044,0.015,0.4,0.003
202004251800,101,서북권,111181,은평구,107,78,36,0.063,0.016,0.4,0.004
202004251800,101,서북권,111191,서대문구,111,84,37,0.059,0.014,0.6,0.003
202004251900,100,도심권,111123,종로구,85,63,28,0.04,0.023,0.6,0.004
202004251900,100,도심권,111131,용산구,99,75,30,0.043,0.02,0.5,0.003
202004251900,100,도심권,111121,중구,76,59,29,0.041,0.018,0.5,0.003
202004251900,101,서북권,111181,은평구,106,81,34,0.06,0.011,0.4,0.004
202004251900,101,서북권,111191,서대문구,120,89,31,0.052,0.013,0.6,0.003
202004252000,100,도심권,111123,종로구,75,64,26,0.033,0.017,0.5,0.004
202004252000,100,도심권,111131,용산구,87,76,26,0.031,0.019,0.5,0.003
202004252000,100,도심권,111121,중구,65,60,26,0.033,0.014,0.4,0.003
202004252000,101,서북권,111181,은평구,85,82,30,0.048,0.012,0.3,0.004
202004252000,101,서북권,111191,서대문구,84,91,21,0.041,0.012,0.5,0.003
202004252100,100,도심권,111123,종로구,47,63,20,0.037,0.013,0.4,0.003
202004252100,100,도심권,111131,용산구,56,75,22,0.032,0.015,0.4,0.003
202004252100,100,도심권,111121,중구,43,59,21,0.036,0.012,0.4,0.002
202004252100,101,서북권,111181,은평구,45,78,21,0.05,0.01,0.3,0.003
202004252100,101,서북권,111191,서대문구,49,86,19,0.047,0.008,0.5,0.002
202004252200,100,도심권,111123,종로구,39,60,22,0.036,0.012,0.5,0.003
202004252200,100,도심권,111131,용산구,45,71,21,0.036,0.011,0.4,0.002
202004252200,100,도심권,111121,중구,38,56,22,0.035,0.013,0.4,0.002
202004252200,101,서북권,111181,은평구,44,72,20,0.048,0.01,0.3,0.003
202004252200,101,서북권,111191,서대문구,46,77,23,0.043,0.01,0.5,0.002
202004252300,100,도심권,111123,종로구,43,57,24,0.032,0.015,0.4,0.003
202004252300,100,도심권,111131,용산구,51,67,25,0.028,0.017,0.5,0.002
202004252300,100,도심권,111121,중구,39,53,26,0.031,0.014,0.4,0.002
202004252300,101,서북권,111181,은평구,47,66,24,0.043,0.011,0.3,0.003
202004252300,101,서북권,111191,서대문구,43,69,24,0.036,0.012,0.7,0.003
202004260000,100,도심권,111123,종로구,46,55,23,0.029,0.017,0.4,0.004
202004260000,100,도심권,111131,용산구,51,64,24,0.027,0.016,0.4,0.002
202004260000,100,도심권,111121,중구,40,49,25,0.029,0.014,0.4,0.002
202004260000,101,서북권,111181,은평구,44,62,19,0.03,0.017,0.3,0.003
202004260000,101,서북권,111191,서대문구,0,67,25,0.027,0.017,0.8,0.004
202004260100,100,도심권,111123,종로구,45,53,23,0.026,0.017,0.5,0.003
202004260100,100,도심권,111131,용산구,49,61,23,0.023,0.015,0.4,0.002
202004260100,100,도심권,111121,중구,40,48,24,0.025,0.017,0.4,0.002
202004260100,101,서북권,111181,은평구,40,60,22,0.026,0.014,0.3,0.003
202004260100,101,서북권,111191,서대문구,51,65,23,0.018,0.021,0.9,0.004
202004260200,100,도심권,111123,종로구,37,52,22,0.026,0.016,0.4,0.003
202004260200,100,도심권,111131,용산구,43,59,22,0.02,0.015,0.4,0.002
202004260200,100,도심권,111121,중구,35,47,22,0.027,0.012,0.4,0.002
202004260200,101,서북권,111181,은평구,35,56,18,0.025,0.012,0.3,0.003
202004260200,101,서북권,111191,서대문구,40,62,22,0.02,0.017,0.9,0.004
202004260300,100,도심권,111123,종로구,34,49,21,0.026,0.013,0.4,0.003
202004260300,100,도심권,111131,용산구,41,56,19,0.018,0.015,0.5,0.002
202004260300,100,도심권,111121,중구,33,44,20,0.025,0.013,0.4,0.002
202004260300,101,서북권,111181,은평구,32,51,19,0.024,0.01,0.3,0.003
202004260300,101,서북권,111191,서대문구,31,56,21,0.023,0.013,0.8,0.004
202004260400,100,도심권,111123,종로구,31,45,18,0.025,0.014,0.4,0.003
202004260400,100,도심권,111131,용산구,35,52,17,0.021,0.013,0.4,0.002
202004260400,100,도심권,111121,중구,29,41,19,0.025,0.012,0.4,0.002
202004260400,101,서북권,111181,은평구,24,46,18,0.023,0.009,0.3,0.003
202004260400,101,서북권,111191,서대문구,37,53,17,0.017,0.015,0.9,0.004
202004260500,100,도심권,111123,종로구,29,41,18,0.028,0.011,0.4,0.003
202004260500,100,도심권,111131,용산구,35,48,16,0.022,0.01,0.4,0.002
202004260500,100,도심권,111121,중구,27,38,19,0.024,0.013,0.4,0.002
202004260500,101,서북권,111181,은평구,30,42,14,0.03,0.009,0.3,0.003
202004260500,101,서북권,111191,서대문구,30,46,17,0.028,0.009,0.6,0.004
202004260600,100,도심권,111123,종로구,27,38,16,0.027,0.011,0.4,0.003
202004260600,100,도심권,111131,용산구,31,44,16,0.019,0.013,0.4,0.002
202004260600,100,도심권,111121,중구,27,35,18,0.026,0.01,0.4,0.002
202004260600,101,서북권,111181,은평구,23,37,12,0.022,0.013,0.3,0.003
202004260600,101,서북권,111191,서대문구,30,42,17,0.024,0.011,0.7,0.004
202004260700,100,도심권,111123,종로구,25,34,16,0.023,0.016,0.4,0.003
202004260700,100,도심권,111131,용산구,33,40,16,0.016,0.016,0.4,0.002
202004260700,100,도심권,111121,중구,27,32,18,0.023,0.014,0.4,0.003
202004260700,101,서북권,111181,은평구,25,33,12,0.018,0.015,0.3,0.003
202004260700,101,서북권,111191,서대문구,30,37,16,0.016,0.018,0.8,0.004
202004260800,100,도심권,111123,종로구,27,31,14,0.028,0.012,0.4,0.003
202004260800,100,도심권,111131,용산구,34,38,16,0.024,0.012,0.4,0.002
202004260800,100,도심권,111121,중구,26,30,16,0.026,0.013,0.4,0.003
202004260800,101,서북권,111181,은평구,29,31,12,0.028,0.012,0.3,0.003
202004260800,101,서북권,111191,서대문구,32,34,15,0.027,0.011,0.5,0.004
202004260900,100,도심권,111123,종로구,26,30,13,0.032,0.008,0.3,0.003
202004260900,100,도심권,111131,용산구,37,37,17,0.029,0.009,0.4,0.003
202004260900,100,도심권,111121,중구,25,29,15,0.031,0.008,0.3,0.003
202004260900,101,서북권,111181,은평구,30,30,11,0.04,0.008,0.2,0.003
202004260900,101,서북권,111191,서대문구,30,33,17,0.036,0.006,0.4,0.004
202004261000,100,도심권,111123,종로구,26,30,12,0.034,0.007,0.3,0.003
202004261000,100,도심권,111131,용산구,35,37,16,0.032,0.009,0.4,0.003
202004261000,100,도심권,111121,중구,26,29,14,0.033,0.008,0.3,0.003
202004261000,101,서북권,111181,은평구,30,30,12,0.045,0.006,0.2,0.004
202004261000,101,서북권,111191,서대문구,35,34,16,0.04,0.006,0.4,0.003
202004261100,100,도심권,111123,종로구,30,30,13,0.036,0.007,0.3,0.003
202004261100,100,도심권,111131,용산구,37,37,18,0.036,0.006,0.3,0.003
202004261100,100,도심권,111121,중구,26,28,16,0.036,0.006,0.3,0.003
202004261100,101,서북권,111181,은평구,30,30,14,0.049,0.005,0.2,0.003
202004261100,101,서북권,111191,서대문구,21,31,11,0.043,0.004,0.4,0.003
202004261200,100,도심권,111123,종로구,23,28,10,0.039,0.006,0.3,0.003
202004261200,100,도심권,111131,용산구,30,36,13,0.039,0.005,0.3,0.002
202004261200,100,도심권,111121,중구,21,27,12,0.039,0.004,0.3,0.003
202004261200,101,서북권,111181,은평구,25,29,12,0.052,0.004,0.1,0.003
202004261200,101,서북권,111191,서대문구,20,29,9,0.047,0.002,0.3,0.002
202004261300,100,도심권,111123,종로구,25,27,11,0.042,0.004,0.3,0.003
202004261300,100,도심권,111131,용산구,26,33,10,0.04,0.005,0.3,0.002
202004261300,100,도심권,111121,중구,17,25,11,0.041,0.004,0.3,0.002
202004261300,101,서북권,111181,은평구,24,28,8,0.056,0.003,0.1,0.003
202004261300,101,서북권,111191,서대문구,22,27,8,0.049,0.003,0.3,0.002
202004261400,100,도심권,111123,종로구,23,26,11,0.043,0.005,0.3,0.003
202004261400,100,도심권,111131,용산구,26,32,12,0.041,0.006,0.3,0.002
202004261400,100,도심권,111121,중구,19,23,12,0.042,0.004,0.3,0.002
202004261400,101,서북권,111181,은평구,20,26,7,0.057,0.003,0.1,0.003
202004261400,101,서북권,111191,서대문구,22,25,10,0.051,0.003,0.3,0.002
202004261500,100,도심권,111123,종로구,23,25,9,0.043,0.005,0.3,0.003
202004261500,100,도심권,111131,용산구,27,30,13,0.042,0.005,0.3,0.002
202004261500,100,도심권,111121,중구,17,21,11,0.042,0.004,0.3,0.002
202004261500,101,서북권,111181,은평구,24,25,7,0.057,0.003,0.1,0.003
202004261500,101,서북권,111191,서대문구,22,25,8,0.051,0.004,0.3,0.002
202004261600,100,도심권,111123,종로구,21,24,11,0.043,0.005,0.3,0.003
202004261600,100,도심권,111131,용산구,26,29,10,0.041,0.007,0.3,0.002
202004261600,100,도심권,111121,중구,18,20,9,0.042,0.005,0.3,0.002
202004261600,101,서북권,111181,은평구,27,25,7,0.057,0.004,0.2,0.003
202004261600,101,서북권,111191,서대문구,33,26,5,0.051,0.003,0.3,0.002
202004261700,100,도심권,111123,종로구,23,24,10,0.042,0.008,0.3,0.004
202004261700,100,도심권,111131,용산구,25,28,7,0.042,0.008,0.3,0.003
202004261700,100,도심권,111121,중구,22,21,13,0.041,0.007,0.3,0.002
202004261700,101,서북권,111181,은평구,31,26,7,0.058,0.005,0.2,0.005
202004261700,101,서북권,111191,서대문구,36,28,8,0.052,0.003,0.3,0.004
202004261800,100,도심권,111123,종로구,27,24,13,0.043,0.008,0.3,0.006
202004261800,100,도심권,111131,용산구,28,28,9,0.042,0.008,0.3,0.002
202004261800,100,도심권,111121,중구,23,21,13,0.042,0.006,0.3,0.006
202004261800,101,서북권,111181,은평구,33,28,11,0.06,0.005,0.2,0.003
202004261800,101,서북권,111191,서대문구,30,29,11,0.054,0.005,0.4,0.003
202004261900,100,도심권,111123,종로구,28,25,15,0.043,0.008,0.3,0.006
202004261900,100,도심권,111131,용산구,30,29,14,0.043,0.009,0.3,0.002
202004261900,100,도심권,111121,중구,24,22,12,0.042,0.009,0.3,0.006
202004261900,101,서북권,111181,은평구,31,29,9,0.059,0.006,0.2,0.003
202004261900,101,서북권,111191,서대문구,37,31,10,0.053,0.006,0.4,0.004
202004262000,100,도심권,111123,종로구,27,26,14,0.041,0.01,0.3,0.007
202004262000,100,도심권,111131,용산구,31,29,11,0.043,0.009,0.3,0.002
202004262000,100,도심권,111121,중구,25,23,14,0.039,0.012,0.3,0.006
202004262000,101,서북권,111181,은평구,29,29,9,0.055,0.008,0.2,0.004
202004262000,101,서북권,111191,서대문구,35,32,15,0.049,0.009,0.4,0.007
202004262100,100,도심권,111123,종로구,30,27,14,0.04,0.011,0.3,0.008
202004262100,100,도심권,111131,용산구,29,29,13,0.041,0.011,0.3,0.002
202004262100,100,도심권,111121,중구,24,23,14,0.039,0.012,0.3,0.007
202004262100,101,서북권,111181,은평구,34,30,11,0.054,0.011,0.2,0.006
202004262100,101,서북권,111191,서대문구,31,31,15,0.051,0.009,0.4,0.009
202004262200,100,도심권,111123,종로구,28,27,14,0.039,0.015,0.3,0.005
202004262200,100,도심권,111131,용산구,33,30,13,0.042,0.013,0.3,0.004
202004262200,100,도심권,111121,중구,25,23,14,0.04,0.013,0.3,0.005
202004262200,101,서북권,111181,은평구,36,31,14,0.03,0.022,0.2,0.004
202004262200,101,서북권,111191,서대문구,37,32,12,0.043,0.016,0.5,0.007
202004262300,100,도심권,111123,종로구,29,27,15,0.034,0.023,0.4,0.005
202004262300,100,도심권,111131,용산구,32,30,14,0.04,0.015,0.4,0.003
202004262300,100,도심권,111121,중구,24,23,16,0.032,0.021,0.4,0.004
202004262300,101,서북권,111181,은평구,31,31,10,0.025,0.026,0.3,0.004
202004262300,101,서북권,111191,서대문구,31,32,15,0.035,0.018,0.7,0.006
202004270000,100,도심권,111123,종로구,32,28,16,0.029,0.026,0.5,0.004
202004270000,100,도심권,111131,용산구,40,31,16,0.02,0.032,0.5,0.003
202004270000,100,도심권,111121,중구,29,24,16,0.03,0.022,0.4,0.003
202004270000,101,서북권,111181,은평구,29,31,15,0.03,0.021,0.3,0.003
202004270000,101,서북권,111191,서대문구,31,32,14,0.029,0.021,0.8,0.006
202004270100,100,도심권,111123,종로구,32,29,16,0.024,0.03,0.5,0.003
202004270100,100,도심권,111131,용산구,44,34,19,0.021,0.026,0.5,0.002
202004270100,100,도심권,111121,중구,30,25,20,0.027,0.024,0.4,0.003
202004270100,101,서북권,111181,은평구,32,31,15,0.029,0.018,0.3,0.003
202004270100,101,서북권,111191,서대문구,35,33,23,0.016,0.03,0.8,0.005
202004270200,100,도심권,111123,종로구,33,30,17,0.028,0.023,0.4,0.004
202004270200,100,도심권,111131,용산구,38,35,16,0.022,0.025,0.5,0.003
202004270200,100,도심권,111121,중구,30,26,19,0.025,0.023,0.4,0.004
202004270200,101,서북권,111181,은평구,28,30,13,0.028,0.018,0.3,0.003
202004270200,101,서북권,111191,서대문구,31,32,17,0.029,0.018,0.7,0.006
202004270300,100,도심권,111123,종로구,32,30,19,0.031,0.016,0.4,0.006
202004270300,100,도심권,111131,용산구,39,37,19,0.021,0.021,0.5,0.003
202004270300,100,도심권,111121,중구,28,27,18,0.029,0.016,0.4,0.006
202004270300,101,서북권,111181,은평구,29,30,13,0.03,0.015,0.3,0.003
202004270300,101,서북권,111191,서대문구,41,34,17,0.035,0.012,0.5,0.005
202004270400,100,도심권,111123,종로구,31,31,18,0.029,0.016,0.4,0.006
202004270400,100,도심권,111131,용산구,35,36,17,0.02,0.019,0.4,0.003
202004270400,100,도심권,111121,중구,28,28,20,0.029,0.014,0.4,0.006
202004270400,101,서북권,111181,은평구,30,30,16,0.028,0.012,0.3,0.003
202004270400,101,서북권,111191,서대문구,36,35,24,0.034,0.009,0.7,0.006
202004270500,100,도심권,111123,종로구,31,31,19,0.029,0.015,0.4,0.004
202004270500,100,도심권,111131,용산구,36,36,19,0.015,0.021,0.5,0.002
202004270500,100,도심권,111121,중구,26,27,19,0.029,0.016,0.4,0.004
202004270500,101,서북권,111181,은평구,29,30,18,0.029,0.011,0.3,0.003
202004270500,101,서북권,111191,서대문구,38,35,22,0.027,0.013,0.8,0.005
202004270600,100,도심권,111123,종로구,31,31,18,0.025,0.021,0.4,0.004
202004270600,100,도심권,111131,용산구,37,36,18,0.006,0.032,0.6,0.002
202004270600,100,도심권,111121,중구,29,27,20,0.018,0.029,0.4,0.005
202004270600,101,서북권,111181,은평구,32,30,22,0.027,0.015,0.3,0.003
202004270600,101,서북권,111191,서대문구,37,37,21,0.016,0.022,0.7,0.004
202004270700,100,도심권,111123,종로구,32,31,20,0.018,0.034,0.5,0.004
202004270700,100,도심권,111131,용산구,37,36,19,0.007,0.035,0.5,0.002
202004270700,100,도심권,111121,중구,31,28,20,0.016,0.032,0.4,0.004
202004270700,101,서북권,111181,은평구,36,32,19,0.015,0.026,0.3,0.003
202004270700,101,서북권,111191,서대문구,39,36,23,0.008,0.032,0.7,0.004
202004270800,100,도심권,111123,종로구,32,31,17,0.022,0.033,0.5,0.005
