측정일시,권역코드,권역명,측정소코드,측정소명,미세먼지 1시간(㎍/㎥),미세먼지 24시간(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
202002120900,100,도심권,111123,종로구,55,55,43,0.003,0.057,1,0.005
202002120900,100,도심권,111131,용산구,51,54,36,0.001,0.05,0.9,0.003
202002120900,100,도심권,111121,중구,57,55,49,0.003,0.051,0.8,0.005
202002120900,101,서북권,111181,은평구,50,49,39,0.018,0.032,0.9,0.004
202002120900,101,서북권,111191,서대문구,47,49,34,0.02,0.032,0.7,0.005
202002121000,100,도심권,111123,종로구,54,56,39,0.005,0.053,0.9,0.005
202002121000,100,도심권,111131,용산구,52,54,38,0.004,0.048,0.8,0.003
202002121000,100,도심권,111121,중구,55,55,46,0.007,0.045,0.7,0.004
202002121000,101,서북권,111181,은평구,49,49,35,0.026,0.025,0.8,0.004
202002121000,101,서북권,111191,서대문구,49,49,38,0.027,0.025,0.7,0.004
202002121100,100,도심권,111123,종로구,56,55,40,0.007,0.05,0.9,0.005
202002121100,100,도심권,111131,용산구,54,53,40,0.006,0.042,0.7,0.003
202002121100,100,도심권,111121,중구,57,55,46,0.009,0.043,0.7,0.004
202002121100,101,서북권,111181,은평구,42,48,29,0.036,0.015,0.8,0.003
202002121100,101,서북권,111191,서대문구,44,48,34,0.032,0.018,0.6,0.004
202002121200,100,도심권,111123,종로구,57,56,39,0.009,0.047,0.8,0.004
202002121200,100,도심권,111131,용산구,48,53,34,0.01,0.036,0.6,0.002
202002121200,100,도심권,111121,중구,61,56,48,0.009,0.045,0.7,0.003
202002121200,101,서북권,111181,은평구,34,45,28,0.035,0.014,0.8,0.003
202002121200,101,서북권,111191,서대문구,39,47,35,0.029,0.021,0.7,0.003
202002121300,100,도심권,111123,종로구,56,56,36,0.013,0.036,0.7,0.004
202002121300,100,도심권,111131,용산구,39,51,26,0.02,0.023,0.5,0.002
202002121300,100,도심권,111121,중구,65,58,48,0.013,0.038,0.6,0.003
202002121300,101,서북권,111181,은평구,36,43,27,0.028,0.021,0.8,0.003
202002121300,101,서북권,111191,서대문구,40,45,34,0.027,0.023,0.7,0.003
202002121400,100,도심권,111123,종로구,0,56,0,0,0,0,0
202002121400,100,도심권,111131,용산구,35,48,26,0.018,0.028,0.5,0.002
202002121400,100,도심권,111121,중구,68,60,41,0.013,0.037,0.6,0.003
202002121400,101,서북권,111181,은평구,29,40,22,0.031,0.018,0.9,0.003
202002121400,101,서북권,111191,서대문구,26,42,22,0.033,0.017,0.7,0.003
202002121500,100,도심권,111123,종로구,0,56,0,0,0,0,0
202002121500,100,도심권,111131,용산구,33,44,27,0.017,0.029,0.5,0.002
202002121500,100,도심권,111121,중구,58,60,39,0.011,0.039,0.6,0.003
202002121500,101,서북권,111181,은평구,19,36,15,0.032,0.016,0.8,0.003
202002121500,101,서북권,111191,서대문구,20,37,17,0.033,0.017,0.7,0.003
202002121600,100,도심권,111123,종로구,47,53,26,0.009,0.045,0.8,0.004
202002121600,100,도심권,111131,용산구,26,40,20,0.017,0.029,0.5,0.002
202002121600,100,도심권,111121,중구,55,60,32,0.012,0.038,0.6,0.003
202002121600,101,서북권,111181,은평구,12,32,10,0.019,0.028,0.9,0.003
202002121600,101,서북권,111191,서대문구,0,36,18,0.03,0.019,0.7,0.003
202002121700,100,도심권,111123,종로구,35,47,22,0.009,0.045,0.9,0.004
202002121700,100,도심권,111131,용산구,24,37,19,0.019,0.026,0.5,0.002
202002121700,100,도심권,111121,중구,46,57,30,0.009,0.041,0.6,0.003
202002121700,101,서북권,111181,은평구,0,29,20,0.014,0.032,1,0.003
202002121700,101,서북권,111191,서대문구,12,29,14,0.025,0.024,0.7,0.003
202002121800,100,도심권,111123,종로구,32,44,20,0.007,0.047,0.9,0.003
202002121800,100,도심권,111131,용산구,26,34,19,0.017,0.028,0.5,0.002
202002121800,100,도심권,111121,중구,36,52,26,0.007,0.043,0.6,0.003
202002121800,101,서북권,111181,은평구,24,27,16,0.013,0.031,0.9,0.003
202002121800,101,서북권,111191,서대문구,18,26,17,0.024,0.025,0.7,0.003
202002121900,100,도심권,111123,종로구,36,43,24,0.003,0.051,0.8,0.003
202002121900,100,도심권,111131,용산구,26,32,19,0.005,0.039,0.6,0.002
202002121900,100,도심권,111121,중구,34,48,29,0.007,0.042,0.7,0.003
202002121900,101,서북권,111181,은평구,25,27,22,0.007,0.039,1,0.003
202002121900,101,서북권,111191,서대문구,24,26,20,0.02,0.028,0.8,0.003
202002122000,100,도심권,111123,종로구,36,41,25,0.003,0.052,0.9,0.003
202002122000,100,도심권,111131,용산구,25,31,16,0.002,0.042,0.7,0.002
202002122000,100,도심권,111121,중구,38,46,33,0.005,0.043,0.7,0.002
202002122000,101,서북권,111181,은평구,32,30,28,0.004,0.04,1.1,0.003
202002122000,101,서북권,111191,서대문구,34,27,29,0.004,0.043,1,0.003
202002122100,100,도심권,111123,종로구,35,40,24,0.003,0.044,0.8,0.003
202002122100,100,도심권,111131,용산구,26,30,18,0.001,0.045,0.8,0.002
202002122100,100,도심권,111121,중구,32,43,28,0.003,0.04,0.7,0.003
202002122100,101,서북권,111181,은평구,38,30,32,0.006,0.033,1,0.003
202002122100,101,서북권,111191,서대문구,0,28,33,0.005,0.038,0.9,0.003
202002122200,100,도심권,111123,종로구,28,38,20,0.002,0.045,0.8,0.003
202002122200,100,도심권,111131,용산구,22,28,17,0.002,0.038,0.7,0.002
202002122200,100,도심권,111121,중구,29,41,26,0.004,0.036,0.7,0.003
202002122200,101,서북권,111181,은평구,37,31,32,0.008,0.029,1,0.003
202002122200,101,서북권,111191,서대문구,24,28,22,0.006,0.034,0.9,0.003
202002122300,100,도심권,111123,종로구,35,37,25,0.002,0.049,0.8,0.004
202002122300,100,도심권,111131,용산구,29,28,20,0.001,0.042,0.8,0.002
202002122300,100,도심권,111121,중구,32,39,28,0.002,0.041,0.8,0.003
202002122300,101,서북권,111181,은평구,26,31,26,0.007,0.031,1,0.003
202002122300,101,서북권,111191,서대문구,0,28,30,0.004,0.04,1,0.003
202002130000,100,도심권,111123,종로구,31,35,22,0.002,0.046,0.8,0.004
202002130000,100,도심권,111131,용산구,25,27,19,0.001,0.041,0.8,0.002
202002130000,100,도심권,111121,중구,28,37,27,0.002,0.04,0.7,0.002
202002130000,101,서북권,111181,은평구,30,30,26,0.009,0.028,1,0.003
202002130000,101,서북권,111191,서대문구,0,24,27,0.003,0.04,1,0.003
202002130100,100,도심권,111123,종로구,32,33,24,0.006,0.038,0.7,0.003
202002130100,100,도심권,111131,용산구,29,27,21,0.004,0.034,0.7,0.002
202002130100,100,도심권,111121,중구,0,36,36,0.011,0.028,0.6,0.002
202002130100,101,서북권,111181,은평구,26,28,26,0.009,0.028,1,0.002
202002130100,101,서북권,111191,서대문구,39,28,37,0.01,0.03,0.8,0.002
202002130200,100,도심권,111123,종로구,43,35,31,0.014,0.025,0.6,0.003
202002130200,100,도심권,111131,용산구,35,28,27,0.013,0.025,0.6,0.002
202002130200,100,도심권,111121,중구,49,38,45,0.018,0.021,0.6,0.002
202002130200,101,서북권,111181,은평구,44,30,37,0.02,0.018,1,0.002
202002130200,101,서북권,111191,서대문구,55,38,47,0.02,0.022,0.8,0.003
202002130300,100,도심권,111123,종로구,54,39,38,0.021,0.017,0.6,0.003
202002130300,100,도심권,111131,용산구,45,31,36,0.018,0.021,0.6,0.002
202002130300,100,도심권,111121,중구,56,42,51,0.023,0.017,0.6,0.002
202002130300,101,서북권,111181,은평구,57,36,48,0.024,0.014,1,0.002
202002130300,101,서북권,111191,서대문구,53,41,48,0.023,0.018,0.8,0.003
202002130400,100,도심권,111123,종로구,55,42,37,0.023,0.014,0.6,0.003
202002130400,100,도심권,111131,용산구,46,34,37,0.017,0.021,0.6,0.001
202002130400,100,도심권,111121,중구,56,47,52,0.023,0.015,0.6,0.003
202002130400,101,서북권,111181,은평구,61,42,48,0.03,0.011,1,0.002
202002130400,101,서북권,111191,서대문구,56,43,46,0.029,0.012,0.8,0.002
202002130500,100,도심권,111123,종로구,63,47,44,0.023,0.014,0.7,0.004
202002130500,100,도심권,111131,용산구,53,39,41,0.014,0.023,0.6,0.002
202002130500,100,도심권,111121,중구,61,48,58,0.027,0.014,0.6,0.002
202002130500,101,서북권,111181,은평구,56,46,47,0.031,0.011,1,0.002
202002130500,101,서북권,111191,서대문구,57,48,52,0.027,0.015,0.9,0.002
202002130600,100,도심권,111123,종로구,68,52,44,0.022,0.017,0.7,0.002
202002130600,100,도심권,111131,용산구,60,43,42,0.013,0.026,0.7,0.002
202002130600,100,도심권,111121,중구,67,52,59,0.02,0.02,0.7,0.002
202002130600,101,서북권,111181,은평구,61,50,45,0.021,0.016,1,0.002
202002130600,101,서북권,111191,서대문구,64,51,53,0.02,0.019,1.3,0.004
202002130700,100,도심권,111123,종로구,72,53,48,0.01,0.034,0.8,0.004
202002130700,100,도심권,111131,용산구,64,47,44,0.004,0.036,1,0.002
202002130700,100,도심권,111121,중구,72,53,61,0.012,0.029,0.7,0.003
202002130700,101,서북권,111181,은평구,56,51,45,0.006,0.027,1,0.002
202002130700,101,서북권,111191,서대문구,71,54,56,0.011,0.03,1.5,0.005
202002130800,100,도심권,111123,종로구,71,54,49,0.004,0.045,0.9,0.003
202002130800,100,도심권,111131,용산구,60,50,43,0.002,0.042,0.8,0.002
202002130800,100,도심권,111121,중구,70,54,62,0.003,0.041,0.7,0.003
202002130800,101,서북권,111181,은평구,59,52,47,0.003,0.035,1.1,0.002
202002130800,101,서북권,111191,서대문구,65,57,58,0.002,0.045,1.5,0.005
202002130900,100,도심권,111123,종로구,79,56,58,0.004,0.047,1,0.003
202002130900,100,도심권,111131,용산구,70,52,53,0.003,0.04,0.9,0.002
202002130900,100,도심권,111121,중구,81,57,71,0.004,0.041,0.8,0.003
202002130900,101,서북권,111181,은평구,63,54,49,0.004,0.039,1.2,0.003
202002130900,101,서북권,111191,서대문구,77,58,68,0.004,0.043,1.1,0.004
202002131000,100,도심권,111123,종로구,89,58,65,0.006,0.046,1,0.003
202002131000,100,도심권,111131,용산구,78,54,60,0.005,0.041,1,0.002
202002131000,100,도심권,111121,중구,87,59,80,0.006,0.041,0.9,0.003
202002131000,101,서북권,111181,은평구,71,54,57,0.006,0.038,1.2,0.003
202002131000,101,서북권,111191,서대문구,91,62,81,0.007,0.039,1.1,0.004
202002131100,100,도심권,111123,종로구,95,63,71,0.011,0.046,1.1,0.004
202002131100,100,도심권,111131,용산구,90,57,66,0.008,0.04,0.9,0.002
202002131100,100,도심권,111121,중구,98,64,91,0.009,0.042,0.9,0.003
202002131100,101,서북권,111181,은평구,84,58,68,0.009,0.038,1.2,0.003
202002131100,101,서북권,111191,서대문구,99,66,79,0.01,0.041,1,0.004
202002131200,100,도심권,111123,종로구,97,68,72,0.012,0.042,0.8,0.004
202002131200,100,도심권,111131,용산구,86,60,64,0.01,0.037,0.8,0.002
202002131200,100,도심권,111121,중구,97,70,87,0.014,0.035,0.7,0.003
202002131200,101,서북권,111181,은평구,89,61,72,0.011,0.038,1.1,0.003
202002131200,101,서북권,111191,서대문구,92,68,66,0.013,0.038,0.9,0.003
202002131300,100,도심권,111123,종로구,87,71,62,0.017,0.036,0.8,0.004
202002131300,100,도심권,111131,용산구,81,63,58,0.019,0.029,0.7,0.002
202002131300,100,도심권,111121,중구,82,71,74,0.02,0.03,0.7,0.003
202002131300,101,서북권,111181,은평구,93,65,67,0.017,0.034,1.1,0.003
202002131300,101,서북권,111191,서대문구,90,71,73,0.02,0.032,0.9,0.003
202002131400,100,도심권,111123,종로구,93,73,64,0.019,0.035,0.8,0.003
202002131400,100,도심권,111131,용산구,84,66,61,0.022,0.028,0.8,0.002
202002131400,100,도심권,111121,중구,87,72,79,0.021,0.029,0.7,0.003
202002131400,101,서북권,111181,은평구,93,69,72,0.026,0.028,1.1,0.002
202002131400,101,서북권,111191,서대문구,92,73,75,0.026,0.029,0.9,0.003
202002131500,100,도심권,111123,종로구,92,75,66,0.02,0.034,0.7,0.003
202002131500,100,도심권,111131,용산구,88,68,64,0.02,0.028,0.7,0.002
202002131500,100,도심권,111121,중구,89,73,78,0.02,0.032,0.7,0.003
202002131500,101,서북권,111181,은평구,93,71,72,0.025,0.03,1.1,0.002
202002131500,101,서북권,111191,서대문구,86,73,69,0.027,0.029,0.8,0.003
202002131600,100,도심권,111123,종로구,84,75,60,0.023,0.033,0.7,0.004
202002131600,100,도심권,111131,용산구,84,69,60,0.023,0.028,0.6,0.002
202002131600,100,도심권,111121,중구,81,72,70,0.022,0.033,0.7,0.003
202002131600,101,서북권,111181,은평구,87,72,66,0.028,0.027,1,0.003
202002131600,101,서북권,111191,서대문구,78,73,65,0.027,0.029,0.8,0.003
202002131700,100,도심권,111123,종로구,92,76,69,0.019,0.041,0.7,0.004
202002131700,100,도심권,111131,용산구,87,71,66,0.021,0.033,0.6,0.002
202002131700,100,도심권,111121,중구,89,74,79,0.025,0.032,0.6,0.004
202002131700,101,서북권,111181,은평구,87,73,64,0.028,0.029,1,0.003
202002131700,101,서북권,111191,서대문구,81,73,61,0.026,0.033,0.8,0.003
202002131800,100,도심권,111123,종로구,86,76,65,0.018,0.042,0.7,0.004
202002131800,100,도심권,111131,용산구,81,72,62,0.017,0.038,0.6,0.002
202002131800,100,도심권,111121,중구,80,74,72,0.024,0.032,0.6,0.003
202002131800,101,서북권,111181,은평구,80,72,62,0.021,0.034,1,0.003
202002131800,101,서북권,111191,서대문구,76,72,61,0.02,0.038,0.8,0.003
202002131900,100,도심권,111123,종로구,79,75,60,0.016,0.041,0.7,0.003
202002131900,100,도심권,111131,용산구,75,71,59,0.013,0.039,0.6,0.002
202002131900,100,도심권,111121,중구,73,75,68,0.022,0.031,0.6,0.003
202002131900,101,서북권,111181,은평구,70,73,54,0.018,0.034,1,0.003
202002131900,101,서북권,111191,서대문구,69,72,57,0.014,0.042,0.8,0.003
202002132000,100,도심권,111123,종로구,77,77,58,0.01,0.046,0.8,0.003
202002132000,100,도심권,111131,용산구,71,72,51,0.006,0.04,0.7,0.002
202002132000,100,도심권,111121,중구,67,75,63,0.014,0.036,0.6,0.003
202002132000,101,서북권,111181,은평구,70,74,54,0.016,0.034,1,0.002
202002132000,101,서북권,111191,서대문구,69,74,61,0.012,0.042,0.8,0.002
202002132100,100,도심권,111123,종로구,79,76,59,0.005,0.05,0.8,0.003
202002132100,100,도심권,111131,용산구,69,73,50,0.002,0.037,0.6,0.002
202002132100,100,도심권,111121,중구,71,76,65,0.009,0.04,0.6,0.002
202002132100,101,서북권,111181,은평구,67,74,54,0.01,0.033,1,0.002
202002132100,101,서북권,111191,서대문구,72,75,59,0.005,0.043,1.1,0.003
202002132200,100,도심권,111123,종로구,75,77,54,0.005,0.045,0.7,0.003
202002132200,100,도심권,111131,용산구,69,73,49,0.002,0.039,0.7,0.001
202002132200,100,도심권,111121,중구,74,77,67,0.005,0.042,0.7,0.003
202002132200,101,서북권,111181,은평구,68,75,59,0.006,0.033,1,0.002
202002132200,101,서북권,111191,서대문구,68,75,63,0.003,0.041,1.1,0.004
202002132300,100,도심권,111123,종로구,79,74,56,0.004,0.044,0.7,0.003
202002132300,100,도심권,111131,용산구,70,72,50,0.001,0.04,0.7,0.002
202002132300,100,도심권,111121,중구,75,71,71,0.004,0.042,0.7,0.003
202002132300,101,서북권,111181,은평구,69,75,57,0.014,0.027,0.9,0.003
202002132300,101,서북권,111191,서대문구,69,72,59,0.006,0.039,0.9,0.003
202002140000,100,도심권,111123,종로구,80,73,57,0.006,0.039,0.7,0.003
202002140000,100,도심권,111131,용산구,67,71,50,0.001,0.037,0.7,0.002
202002140000,100,도심권,111121,중구,74,67,68,0.008,0.035,0.7,0.003
202002140000,101,서북권,111181,은평구,68,73,59,0.015,0.022,0.9,0.002
202002140000,101,서북권,111191,서대문구,66,70,59,0.017,0.024,1,0.003
202002140100,100,도심권,111123,종로구,80,71,58,0.007,0.035,0.7,0.003
202002140100,100,도심권,111131,용산구,62,69,46,0.002,0.033,0.7,0.002
202002140100,100,도심권,111121,중구,71,66,67,0.01,0.029,0.6,0.003
202002140100,101,서북권,111181,은평구,70,71,53,0.01,0.023,1,0.002
202002140100,101,서북권,111191,서대문구,72,70,61,0.009,0.027,1.2,0.004
202002140200,100,도심권,111123,종로구,83,71,60,0.009,0.029,0.7,0.003
202002140200,100,도심권,111131,용산구,65,68,48,0.002,0.032,0.7,0.002
202002140200,100,도심권,111121,중구,72,66,65,0.018,0.021,0.6,0.003
202002140200,101,서북권,111181,은평구,74,68,58,0.015,0.018,1,0.002
202002140200,101,서북권,111191,서대문구,70,67,52,0.015,0.022,0.9,0.003
202002140300,100,도심권,111123,종로구,80,71,56,0.009,0.028,0.7,0.003
202002140300,100,도심권,111131,용산구,65,68,48,0.005,0.025,0.6,0.002
202002140300,100,도심권,111121,중구,69,66,62,0.015,0.021,0.6,0.002
202002140300,101,서북권,111181,은평구,68,67,53,0.016,0.016,0.9,0.002
202002140300,101,서북권,111191,서대문구,69,66,59,0.011,0.021,1.2,0.004
202002140400,100,도심권,111123,종로구,80,71,57,0.007,0.03,0.7,0.003
202002140400,100,도심권,111131,용산구,62,67,46,0.004,0.026,0.7,0.002
202002140400,100,도심권,111121,중구,70,65,62,0.015,0.02,0.6,0.002
202002140400,101,서북권,111181,은평구,66,66,56,0.013,0.016,1,0.002
202002140400,101,서북권,111191,서대문구,65,65,61,0.017,0.017,0.9,0.003
202002140500,100,도심권,111123,종로구,78,70,55,0.008,0.026,0.7,0.003
202002140500,100,도심권,111131,용산구,59,65,48,0.004,0.023,0.6,0.002
202002140500,100,도심권,111121,중구,67,66,61,0.015,0.02,0.6,0.003
202002140500,101,서북권,111181,은평구,67,67,57,0.013,0.015,1,0.002
202002140500,101,서북권,111191,서대문구,66,66,53,0.015,0.016,0.8,0.002
202002140600,100,도심권,111123,종로구,74,69,50,0.004,0.031,0.7,0.003
202002140600,100,도심권,111131,용산구,60,64,44,0.005,0.022,0.6,0.002
202002140600,100,도심권,111121,중구,66,67,58,0.01,0.024,0.6,0.003
202002140600,101,서북권,111181,은평구,68,68,56,0.008,0.017,1,0.002
202002140600,101,서북권,111191,서대문구,70,66,59,0.008,0.019,1.2,0.005
202002140700,100,도심권,111123,종로구,78,68,52,0.002,0.035,0.9,0.003
202002140700,100,도심권,111131,용산구,57,62,42,0.002,0.025,0.7,0.002
202002140700,100,도심권,111121,중구,69,67,62,0.003,0.034,0.8,0.003
202002140700,101,서북권,111181,은평구,65,67,53,0.002,0.021,1,0.002
202002140700,101,서북권,111191,서대문구,72,64,62,0.003,0.026,1.3,0.005
202002140800,100,도심권,111123,종로구,83,69,51,0.003,0.039,1,0.003
202002140800,100,도심권,111131,용산구,56,61,34,0.001,0.031,0.8,0.002
202002140800,100,도심권,111121,중구,72,67,62,0.002,0.039,1,0.003
202002140800,101,서북권,111181,은평구,65,67,52,0.003,0.029,1.1,0.002
202002140800,101,서북권,111191,서대문구,77,64,65,0.003,0.032,1.3,0.005
202002140900,100,도심권,111123,종로구,84,70,56,0.003,0.047,1.2,0.003
202002140900,100,도심권,111131,용산구,62,61,34,0.002,0.034,0.9,0.002
202002140900,100,도심권,111121,중구,82,67,70,0.003,0.043,1.3,0.004
202002140900,101,서북권,111181,은평구,73,66,55,0.003,0.033,1.1,0.003
202002140900,101,서북권,111191,서대문구,75,63,61,0.003,0.036,1.3,0.005
202002141000,100,도심권,111123,종로구,77,70,57,0.016,0.041,0.8,0.003
202002141000,100,도심권,111131,용산구,65,61,44,0.005,0.044,0.9,0.002
202002141000,100,도심권,111121,중구,77,66,69,0.016,0.037,0.8,0.003
202002141000,101,서북권,111181,은평구,67,66,56,0.015,0.027,1,0.002
202002141000,101,서북권,111191,서대문구,71,63,64,0.01,0.035,1.1,0.005
202002141100,100,도심권,111123,종로구,70,71,59,0.02,0.033,0.8,0.004
202002141100,100,도심권,111131,용산구,74,61,53,0.021,0.029,0.7,0.002
202002141100,100,도심권,111121,중구,71,64,67,0.022,0.034,0.7,0.003
202002141100,101,서북권,111181,은평구,71,64,60,0.035,0.018,1,0.002
202002141100,101,서북권,111191,서대문구,67,64,57,0.026,0.029,0.9,0.004
202002141200,100,도심권,111123,종로구,76,70,61,0.019,0.034,0.8,0.003
202002141200,100,도심권,111131,용산구,74,61,56,0.023,0.026,0.6,0.002
202002141200,100,도심권,111121,중구,73,64,66,0.02,0.037,0.8,0.003
202002141200,101,서북권,111181,은평구,59,63,53,0.028,0.028,1,0.002
202002141200,101,서북권,111191,서대문구,72,64,65,0.023,0.033,0.9,0.004
202002141300,100,도심권,111123,종로구,83,70,67,0.019,0.035,0.9,0.003
202002141300,100,도심권,111131,용산구,78,62,60,0.024,0.024,0.6,0.002
202002141300,100,도심권,111121,중구,80,64,72,0.02,0.035,0.7,0.003
202002141300,101,서북권,111181,은평구,70,63,59,0.023,0.033,1.1,0.003
202002141300,101,서북권,111191,서대문구,77,64,66,0.023,0.032,0.9,0.004
202002141400,100,도심권,111123,종로구,87,71,66,0.022,0.036,0.8,0.004
202002141400,100,도심권,111131,용산구,77,61,61,0.025,0.025,0.6,0.002
202002141400,100,도심권,111121,중구,86,66,78,0.019,0.037,0.8,0.003
202002141400,101,서북권,111181,은평구,78,62,62,0.023,0.035,1.1,0.003
202002141400,101,서북권,111191,서대문구,86,67,70,0.021,0.035,0.9,0.004
202002141500,100,도심권,111123,종로구,89,71,69,0.02,0.042,0.8,0.004
202002141500,100,도심권,111131,용산구,85,63,66,0.024,0.03,0.7,0.002
202002141500,100,도심권,111121,중구,91,69,84,0.016,0.042,0.8,0.003
202002141500,101,서북권,111181,은평구,81,63,59,0.019,0.043,1.2,0.003
202002141500,101,서북권,111191,서대문구,104,69,73,0.017,0.046,1,0.004
202002141600,100,도심권,111123,종로구,90,73,68,0.019,0.049,0.8,0.005
202002141600,100,도심권,111131,용산구,89,66,64,0.018,0.04,0.8,0.002
202002141600,100,도심권,111121,중구,87,71,79,0.019,0.044,0.8,0.003
202002141600,101,서북권,111181,은평구,92,66,64,0.019,0.045,1.2,0.003
202002141600,101,서북권,111191,서대문구,96,73,69,0.017,0.048,0.9,0.003
202002141700,100,도심권,111123,종로구,91,74,65,0.014,0.058,0.9,0.005
202002141700,100,도심권,111131,용산구,91,68,65,0.013,0.046,0.8,0.002
202002141700,100,도심권,111121,중구,87,72,75,0.012,0.054,1,0.003
202002141700,101,서북권,111181,은평구,90,69,68,0.016,0.048,1.2,0.003
202002141700,101,서북권,111191,서대문구,95,76,69,0.013,0.056,0.9,0.003
202002141800,100,도심권,111123,종로구,92,76,66,0.006,0.067,1,0.005
202002141800,100,도심권,111131,용산구,86,70,62,0.008,0.051,0.8,0.002
202002141800,100,도심권,111121,중구,92,74,78,0.005,0.06,1,0.003
202002141800,101,서북권,111181,은평구,84,70,69,0.007,0.057,1.2,0.003
202002141800,101,서북권,111191,서대문구,81,76,66,0.01,0.058,1.2,0.005
202002141900,100,도심권,111123,종로구,100,78,68,0.002,0.076,1.4,0.005
202002141900,100,도심권,111131,용산구,81,71,60,0.001,0.055,0.9,0.002
202002141900,100,도심권,111121,중구,98,76,87,0.002,0.066,1.1,0.003
202002141900,101,서북권,111181,은평구,96,73,74,0.003,0.056,1.3,0.003
202002141900,101,서북권,111191,서대문구,86,75,70,0.003,0.063,1.4,0.007
202002142000,100,도심권,111123,종로구,107,80,77,0.002,0.076,1.4,0.006
202002142000,100,도심권,111131,용산구,75,70,58,0.001,0.055,0.9,0.002
202002142000,100,도심권,111121,중구,96,77,81,0.002,0.069,1.1,0.003
202002142000,101,서북권,111181,은평구,84,73,67,0.003,0.056,1.3,0.003
202002142000,101,서북권,111191,서대문구,88,74,67,0.002,0.062,1.5,0.008
202002142100,100,도심권,111123,종로구,104,82,74,0.002,0.077,1.3,0.005
202002142100,100,도심권,111131,용산구,85,71,63,0.001,0.063,1.2,0.002
202002142100,100,도심권,111121,중구,89,78,78,0.002,0.069,0.9,0.004
202002142100,101,서북권,111181,은평구,83,72,66,0.002,0.05,1.2,0.002
202002142100,101,서북권,111191,서대문구,88,74,68,0.002,0.062,1.5,0.007
202002142200,100,도심권,111123,종로구,101,84,72,0.002,0.081,1.6,0.005
202002142200,100,도심권,111131,용산구,83,71,61,0.001,0.06,1.2,0.002
202002142200,100,도심권,111121,중구,85,78,75,0.002,0.066,1.2,0.004
202002142200,101,서북권,111181,은평구,82,73,63,0.002,0.049,1.2,0.002
202002142200,101,서북권,111191,서대문구,87,76,72,0.002,0.06,1.6,0.006
202002142300,100,도심권,111123,종로구,103,86,74,0.002,0.079,1.8,0.005
202002142300,100,도심권,111131,용산구,86,72,64,0.001,0.064,1.4,0.003
202002142300,100,도심권,111121,중구,94,78,84,0.002,0.067,1.4,0.004
202002142300,101,서북권,111181,은평구,80,72,64,0.003,0.05,1.3,0.003
202002142300,101,서북권,111191,서대문구,86,76,74,0.002,0.057,1.8,0.006
202002150000,100,도심권,111123,종로구,99,86,72,0.002,0.077,1.7,0.005
202002150000,100,도심권,111131,용산구,94,75,66,0.001,0.064,1.6,0.003
202002150000,100,도심권,111121,중구,96,79,85,0.002,0.064,1.4,0.004
202002150000,101,서북권,111181,은평구,84,73,66,0.002,0.047,1.2,0.002
202002150000,101,서북권,111191,서대문구,85,77,71,0.002,0.056,1.7,0.006
202002150100,100,도심권,111123,종로구,99,86,76,0.002,0.076,1.7,0.005
202002150100,100,도심권,111131,용산구,92,76,69,0.001,0.06,1.5,0.002
202002150100,100,도심권,111121,중구,94,80,86,0.002,0.057,1.2,0.003
202002150100,101,서북권,111181,은평구,79,73,65,0.002,0.044,1.2,0.002
202002150100,101,서북권,111191,서대문구,87,77,75,0.002,0.053,1.9,0.006
202002150200,100,도심권,111123,종로구,96,86,69,0.002,0.064,1.4,0.004
202002150200,100,도심권,111131,용산구,85,76,61,0.001,0.047,1.1,0.002
202002150200,100,도심권,111121,중구,95,82,86,0.002,0.058,1.4,0.004
202002150200,101,서북권,111181,은평구,77,72,63,0.002,0.044,1.3,0.003
202002150200,101,서북권,111191,서대문구,82,76,73,0.012,0.04,1.1,0.005
202002150300,100,도심권,111123,종로구,91,85,67,0.003,0.053,1,0.003
202002150300,100,도심권,111131,용산구,78,75,62,0.003,0.038,0.8,0.002
202002150300,100,도심권,111121,중구,95,82,85,0.004,0.044,0.9,0.003
202002150300,101,서북권,111181,은평구,80,72,66,0.002,0.045,1.3,0.003
202002150300,101,서북권,111191,서대문구,83,75,72,0.021,0.028,0.9,0.004
202002150400,100,도심권,111123,종로구,84,86,65,0.002,0.052,1.1,0.004
202002150400,100,도심권,111131,용산구,66,74,52,0.015,0.023,0.6,0.002
202002150400,100,도심권,111121,중구,78,82,72,0.004,0.042,0.8,0.003
202002150400,101,서북권,111181,은평구,79,71,69,0.002,0.041,1.3,0.002
202002150400,101,서북권,111191,서대문구,62,73,49,0.033,0.015,0.8,0.004
202002150500,100,도심권,111123,종로구,81,86,63,0.004,0.048,1,0.004
202002150500,100,도심권,111131,용산구,66,72,50,0.009,0.033,0.7,0.002
202002150500,100,도심권,111121,중구,76,82,70,0.007,0.039,0.8,0.003
202002150500,101,서북권,111181,은평구,77,70,65,0.003,0.04,1.2,0.003
202002150500,101,서북권,111191,서대문구,53,70,43,0.036,0.012,0.7,0.003
202002150600,100,도심권,111123,종로구,66,85,51,0.008,0.04,0.8,0.003
202002150600,100,도심권,111131,용산구,63,71,47,0.015,0.028,0.7,0.002
202002150600,100,도심권,111121,중구,63,80,57,0.016,0.03,0.6,0.003
202002150600,101,서북권,111181,은평구,79,70,67,0.005,0.037,1.1,0.002
